task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1491	8a/d428db	316993	classifyAllSeurat (315)	CACHED	0	2025-02-01 00:51:18.294	2m 10s	2m 5s	-	-	-	-	-
1504	3e/06ea89	316600	classifyAllAdata (360)	CACHED	0	2025-01-31 23:18:28.167	1m 35s	1m 30s	-	-	-	-	-
1511	bf/9dc271	316721	classifyAllSeurat (42)	CACHED	0	2025-01-31 23:48:13.222	1m 5s	1m	-	-	-	-	-
1508	b0/86a63a	316561	classifyAllAdata (324)	CACHED	0	2025-01-31 23:09:28.151	1m 35s	1m 30s	-	-	-	-	-
1510	0c/4c7ca4	316863	classifyAllSeurat (185)	CACHED	0	2025-02-01 00:23:53.259	1m 5s	60s	-	-	-	-	-
1479	e5/02c2d0	316928	classifyAllSeurat (250)	CACHED	0	2025-02-01 00:38:13.297	1m 5s	1m	-	-	-	-	-
1513	d8/698fc7	316383	classifyAllAdata (146)	CACHED	0	2025-01-31 22:26:38.119	1m 40s	1m 35s	-	-	-	-	-
1486	eb/6b7447	317011	classifyAllSeurat (333)	CACHED	0	2025-02-01 00:55:03.299	1m 5s	1m	-	-	-	-	-
1514	13/dcd18a	316923	classifyAllSeurat (245)	CACHED	0	2025-02-01 00:36:53.278	2m 35s	2m 30s	-	-	-	-	-
1515	b0/1a1681	316670	classifyAllAdata (432)	CACHED	0	2025-01-31 23:34:53.706	1m 4s	1m	-	-	-	-	-
1512	d4/85ba2a	316801	classifyAllSeurat (123)	CACHED	0	2025-02-01 00:06:33.224	2m 35s	2m 30s	-	-	-	-	-
1516	f5/c08e64	316749	classifyAllSeurat (71)	CACHED	0	2025-01-31 23:52:38.316	1m 5s	1m	-	-	-	-	-
1519	cf/075f79	316810	classifyAllSeurat (132)	CACHED	0	2025-02-01 00:08:48.257	1m 5s	1m	-	-	-	-	-
1518	b2/79a71e	316284	classifyAllAdata (46)	CACHED	0	2025-01-31 22:03:13.063	1m 35s	1m 30s	-	-	-	-	-
1520	b5/8f2e62	316485	classifyAllAdata (248)	CACHED	0	2025-01-31 22:50:13.163	1m 5s	1m	-	-	-	-	-
1517	1c/5b8c47	316648	classifyAllAdata (410)	CACHED	0	2025-01-31 23:30:18.191	1m 35s	1m 30s	-	-	-	-	-
1521	c6/938931	316818	classifyAllSeurat (140)	CACHED	0	2025-02-01 00:11:08.230	2m 35s	2m 30s	-	-	-	-	-
1523	9a/87adf6	316791	classifyAllSeurat (113)	CACHED	0	2025-02-01 00:04:48.238	2m 40s	2m 35s	-	-	-	-	-
1522	44/712cec	316267	classifyAllAdata (29)	CACHED	0	2025-01-31 22:01:08.060	1m 5s	1m	-	-	-	-	-
1528	f5/0af83c	317049	classifyAllSeurat (371)	CACHED	0	2025-02-01 01:05:53.315	2m 35s	2m 30s	-	-	-	-	-
1525	5d/564012	316368	classifyAllAdata (131)	CACHED	0	2025-01-31 22:22:13.088	1m 5s	1m	-	-	-	-	-
1526	f2/4fdc02	316414	classifyAllAdata (175)	CACHED	0	2025-01-31 22:33:48.128	1m 5s	1m	-	-	-	-	-
1524	2b/3d02e1	316967	classifyAllSeurat (289)	CACHED	0	2025-02-01 00:46:43.287	1m 5s	1m	-	-	-	-	-
1527	4d/d02ab6	316544	classifyAllAdata (304)	CACHED	0	2025-01-31 23:04:38.185	1m 5s	1m	-	-	-	-	-
1531	38/c078ad	317021	classifyAllSeurat (343)	CACHED	0	2025-02-01 00:57:28.359	2m 40s	2m 35s	-	-	-	-	-
1532	6d/6bfc57	316782	classifyAllSeurat (104)	CACHED	0	2025-02-01 00:02:43.249	1m 5s	1m	-	-	-	-	-
1529	e6/037051	316751	classifyAllSeurat (73)	CACHED	0	2025-01-31 23:53:38.233	2m 40s	2m 35s	-	-	-	-	-
1530	d4/76fcc5	316302	classifyAllAdata (64)	CACHED	0	2025-01-31 22:06:33.082	1m 5s	1m	-	-	-	-	-
1533	50/3e7e6f	316698	classifyAllSeurat (20)	CACHED	0	2025-01-31 23:42:13.198	25m 40s	25m 35s	-	-	-	-	-
1536	81/8a9408	316974	classifyAllSeurat (296)	CACHED	0	2025-02-01 00:47:48.287	1m 5s	1m	-	-	-	-	-
1534	95/e9229f	316942	classifyAllSeurat (264)	CACHED	0	2025-02-01 00:40:33.323	25m 45s	25m 40s	-	-	-	-	-
1537	bd/3f38d1	317109	classifyAllSeurat (431)	CACHED	0	2025-02-01 01:21:23.333	4m 30s	4m 25s	-	-	-	-	-
1535	22/ea9bc5	316420	classifyAllAdata (182)	CACHED	0	2025-01-31 22:35:18.108	1m 35s	1m 30s	-	-	-	-	-
1541	02/02c9bf	316706	classifyAllSeurat (28)	CACHED	0	2025-01-31 23:43:53.208	4m 35s	4m 30s	-	-	-	-	-
1539	bf/089716	316573	classifyAllAdata (335)	CACHED	0	2025-01-31 23:11:18.191	1m 5s	1m	-	-	-	-	-
1540	c5/dae878	316503	classifyAllAdata (265)	CACHED	0	2025-01-31 22:55:03.155	1m 5s	1m	-	-	-	-	-
1538	89/84d7c3	316771	classifyAllSeurat (93)	CACHED	0	2025-01-31 23:59:53.308	1m 40s	1m 35s	-	-	-	-	-
1545	31/749a9f	316308	classifyAllAdata (71)	CACHED	0	2025-01-31 22:07:38.151	1m 5s	1m	-	-	-	-	-
1543	0d/1bcaac	316388	classifyAllAdata (150)	CACHED	0	2025-01-31 22:27:43.101	1m 35s	1m 30s	-	-	-	-	-
1544	c5/9db1a6	316825	classifyAllSeurat (147)	CACHED	0	2025-02-01 00:13:08.260	1m 5s	1m	-	-	-	-	-
1547	c3/a37fc2	317068	classifyAllSeurat (389)	CACHED	0	2025-02-01 01:10:53.319	1m 5s	1m	-	-	-	-	-
1546	7f/35e2ea	316309	classifyAllAdata (70)	CACHED	0	2025-01-31 22:07:48.070	1m 5s	1m	-	-	-	-	-
1549	cd/238865	316963	classifyAllSeurat (285)	CACHED	0	2025-02-01 00:46:08.318	1m 5s	1m	-	-	-	-	-
1552	74/7594de	317086	classifyAllSeurat (408)	CACHED	0	2025-02-01 01:15:33.966	1m 4s	1m	-	-	-	-	-
1548	f7/20e864	316321	classifyAllAdata (83)	CACHED	0	2025-01-31 22:10:18.078	1m 5s	60s	-	-	-	-	-
1550	5e/7ad091	316353	classifyAllAdata (115)	CACHED	0	2025-01-31 22:18:03.082	1m 40s	1m 35s	-	-	-	-	-
1551	15/a26795	316251	classifyAllAdata (13)	CACHED	0	2025-01-31 21:58:28.074	2m 40s	2m 35s	-	-	-	-	-
1554	cd/4992c8	316705	classifyAllSeurat (27)	CACHED	0	2025-01-31 23:43:33.220	1m 35s	1m 30s	-	-	-	-	-
1553	5f/49debc	316419	classifyAllAdata (180)	CACHED	0	2025-01-31 22:35:03.106	1m 40s	1m 35s	-	-	-	-	-
1556	6d/0cb245	316373	classifyAllAdata (136)	CACHED	0	2025-01-31 22:23:58.154	1m 35s	1m 30s	-	-	-	-	-
1555	95/697a4f	317085	classifyAllSeurat (407)	CACHED	0	2025-02-01 01:15:33.950	1m 34s	1m 30s	-	-	-	-	-
1557	d2/64da43	316304	classifyAllAdata (66)	CACHED	0	2025-01-31 22:06:58.070	1m 35s	1m 30s	-	-	-	-	-
1559	53/d8653f	316464	classifyAllAdata (227)	CACHED	0	2025-01-31 22:45:23.142	1m 40s	1m 35s	-	-	-	-	-
1558	66/0cf920	317117	classifyAllSeurat (439)	CACHED	0	2025-02-01 01:23:03.334	25m 10s	25m 5s	-	-	-	-	-
1561	78/3c0bfb	316372	classifyAllAdata (132)	CACHED	0	2025-01-31 22:23:23.111	1m 5s	1m	-	-	-	-	-
1560	5c/3d6791	316853	classifyAllSeurat (175)	CACHED	0	2025-02-01 00:21:03.252	1m 35s	1m 30s	-	-	-	-	-
1564	d1/69fd5a	316440	classifyAllAdata (202)	CACHED	0	2025-01-31 22:39:38.115	1m 5s	1m	-	-	-	-	-
1565	96/2535c0	316529	classifyAllAdata (292)	CACHED	0	2025-01-31 23:00:53.142	1m 5s	1m	-	-	-	-	-
1566	4a/a11a5a	316146	classifyAllAdata (9)	CACHED	0	2025-01-31 21:08:33.013	5m 10s	5m 5s	-	-	-	-	-
1542	63/e754f1	316803	classifyAllSeurat (125)	CACHED	0	2025-02-01 00:07:18.267	4m 45s	4m 40s	-	-	-	-	-
1562	0f/16dcef	316950	classifyAllSeurat (272)	CACHED	0	2025-02-01 00:43:33.284	1m 35s	1m 30s	-	-	-	-	-
1563	39/2b78da	316250	classifyAllAdata (12)	CACHED	0	2025-01-31 21:58:13.059	1m 5s	1m	-	-	-	-	-
1567	b8/984b08	316617	classifyAllAdata (379)	CACHED	0	2025-01-31 23:22:03.170	1m 5s	1m	-	-	-	-	-
1568	66/b2dd60	316658	classifyAllAdata (423)	CACHED	0	2025-01-31 23:32:13.232	1m 5s	1m	-	-	-	-	-
1574	37/9e03d3	316521	classifyAllAdata (284)	CACHED	0	2025-01-31 22:59:28.136	1m 40s	1m 35s	-	-	-	-	-
1570	12/2752cc	316630	classifyAllAdata (393)	CACHED	0	2025-01-31 23:25:13.199	1m 5s	1m	-	-	-	-	-
1571	ff/b67140	316476	classifyAllAdata (238)	CACHED	0	2025-01-31 22:48:38.629	1m 34s	1m 30s	-	-	-	-	-
1573	09/05dffa	316276	classifyAllAdata (39)	CACHED	0	2025-01-31 22:02:13.061	1m 35s	1m 30s	-	-	-	-	-
1572	c8/4e0bac	316433	classifyAllAdata (196)	CACHED	0	2025-01-31 22:38:28.113	1m 35s	1m 30s	-	-	-	-	-
1577	89/4a3169	316676	classifyAllAdata (438)	CACHED	0	2025-01-31 23:37:03.192	1m 5s	1m	-	-	-	-	-
1576	a4/5826a4	316590	classifyAllAdata (350)	CACHED	0	2025-01-31 23:15:48.159	1m 5s	1m	-	-	-	-	-
1578	58/b458ac	316915	classifyAllSeurat (237)	CACHED	0	2025-02-01 00:35:08.330	1m 40s	1m 35s	-	-	-	-	-
1580	47/5c225b	317083	classifyAllSeurat (405)	CACHED	0	2025-02-01 01:15:13.345	24m 45s	24m 40s	-	-	-	-	-
1583	08/895971	317040	classifyAllSeurat (362)	CACHED	0	2025-02-01 01:02:58.327	1m 40s	1m 35s	-	-	-	-	-
1569	cf/e382d0	316975	classifyAllSeurat (297)	CACHED	0	2025-02-01 00:48:18.289	1m 35s	1m 30s	-	-	-	-	-
1579	f3/478321	316640	classifyAllAdata (402)	CACHED	0	2025-01-31 23:28:53.202	1m 5s	1m	-	-	-	-	-
1585	cd/fba2ce	315979	classifyAllAdata (1)	CACHED	0	2025-01-31 19:48:12.915	1m 35s	1m 30s	-	-	-	-	-
1587	e6/e8a5ed	317016	classifyAllSeurat (338)	CACHED	0	2025-02-01 00:56:08.319	1m 40s	1m 35s	-	-	-	-	-
1586	1b/019ecc	316288	classifyAllAdata (50)	CACHED	0	2025-01-31 22:04:08.065	1m 5s	1m	-	-	-	-	-
1581	9d/84e283	316610	classifyAllAdata (372)	CACHED	0	2025-01-31 23:20:48.170	1m 5s	1m	-	-	-	-	-
1588	fc/fcd39e	316564	classifyAllAdata (327)	CACHED	0	2025-01-31 23:09:58.217	1m 5s	1m	-	-	-	-	-
1582	50/c88ab2	316827	classifyAllSeurat (149)	CACHED	0	2025-02-01 00:13:43.230	25m 40s	25m 35s	-	-	-	-	-
1584	de/5ec2c3	317046	classifyAllSeurat (368)	CACHED	0	2025-02-01 01:05:18.403	1m 35s	1m 30s	-	-	-	-	-
1589	f1/c75cfc	316852	classifyAllSeurat (174)	CACHED	0	2025-02-01 00:20:48.251	1m 35s	1m 30s	-	-	-	-	-
1590	ae/e7c2d0	316268	classifyAllAdata (30)	CACHED	0	2025-01-31 22:01:08.093	1m 5s	1m	-	-	-	-	-
1591	ce/bf3473	316756	classifyAllSeurat (78)	CACHED	0	2025-01-31 23:55:13.211	1m 35s	1m 30s	-	-	-	-	-
1594	b1/186a5c	316764	classifyAllSeurat (86)	CACHED	0	2025-01-31 23:57:23.213	26m 35s	26m 30s	-	-	-	-	-
1596	66/e17a3c	317022	classifyAllSeurat (344)	CACHED	0	2025-02-01 00:57:48.302	25m 50s	25m 45s	-	-	-	-	-
1593	81/3d813b	316687	classifyAllSeurat (9)	CACHED	0	2025-01-31 23:39:28.198	1m 40s	1m 35s	-	-	-	-	-
1601	f2/d8477c	316992	classifyAllSeurat (314)	CACHED	0	2025-02-01 00:51:03.309	1m 40s	1m 35s	-	-	-	-	-
1592	8d/44e4b7	316351	classifyAllAdata (113)	CACHED	0	2025-01-31 22:17:33.089	1m 5s	1m	-	-	-	-	-
1597	1a/5bb028	316930	classifyAllSeurat (251)	CACHED	0	2025-02-01 00:38:23.306	1m 40s	1m 35s	-	-	-	-	-
1595	39/8d0f18	316649	classifyAllAdata (412)	CACHED	0	2025-01-31 23:30:23.185	1m 5s	1m	-	-	-	-	-
1600	30/3597f0	316432	classifyAllAdata (194)	CACHED	0	2025-01-31 22:38:23.115	1m 5s	1m	-	-	-	-	-
1599	2f/e482bd	316885	classifyAllSeurat (207)	CACHED	0	2025-02-01 00:28:18.271	24m 40s	24m 35s	-	-	-	-	-
1575	02/17ee78	316328	classifyAllAdata (90)	CACHED	0	2025-01-31 22:11:48.076	1m 35s	1m 30s	-	-	-	-	-
1598	4d/885bcc	316660	classifyAllAdata (422)	CACHED	0	2025-01-31 23:32:43.182	1m 5s	1m	-	-	-	-	-
1602	78/edc878	316798	classifyAllSeurat (120)	CACHED	0	2025-02-01 00:05:53.228	25m 50s	25m 45s	-	-	-	-	-
1604	4a/c79868	316683	classifyAllSeurat (4)	CACHED	0	2025-01-31 23:38:33.192	1m 35s	1m 30s	-	-	-	-	-
1606	6b/8d27b1	317090	classifyAllSeurat (412)	CACHED	0	2025-02-01 01:17:08.327	1m 35s	1m 30s	-	-	-	-	-
1613	f2/6f5d80	317088	classifyAllSeurat (410)	CACHED	0	2025-02-01 01:16:33.403	1m 5s	60s	-	-	-	-	-
1610	de/476501	316345	classifyAllAdata (109)	CACHED	0	2025-01-31 22:16:28.077	1m 5s	1m	-	-	-	-	-
1609	3b/29059a	316859	classifyAllSeurat (181)	CACHED	0	2025-02-01 00:22:43.256	1m 35s	1m 30s	-	-	-	-	-
1611	aa/1bd30d	316533	classifyAllAdata (295)	CACHED	0	2025-01-31 23:01:28.171	1m 5s	1m	-	-	-	-	-
1612	67/4d73d2	316952	classifyAllSeurat (274)	CACHED	0	2025-02-01 00:43:58.281	1m 5s	1m	-	-	-	-	-
1605	32/c1abc5	316257	classifyAllAdata (19)	CACHED	0	2025-01-31 21:59:38.062	1m 5s	1m	-	-	-	-	-
1608	67/979119	316549	classifyAllAdata (312)	CACHED	0	2025-01-31 23:06:23.150	1m 5s	1m	-	-	-	-	-
1619	ed/9d28da	317032	classifyAllSeurat (354)	CACHED	0	2025-02-01 01:00:43.308	1m 5s	1m	-	-	-	-	-
1616	05/db4cef	316332	classifyAllAdata (94)	CACHED	0	2025-01-31 22:13:13.117	1m 5s	1m	-	-	-	-	-
1614	0a/5d0521	316401	classifyAllAdata (162)	CACHED	0	2025-01-31 22:29:53.095	1m 5s	1m	-	-	-	-	-
1622	d0/7954f6	316913	classifyAllSeurat (235)	CACHED	0	2025-02-01 00:34:58.291	1m 5s	1m	-	-	-	-	-
1618	0b/935578	316816	classifyAllSeurat (138)	CACHED	0	2025-02-01 00:10:48.621	1m 5s	1m	-	-	-	-	-
1617	a7/bcdfb7	316488	classifyAllAdata (252)	CACHED	0	2025-01-31 22:50:43.161	1m 5s	1m	-	-	-	-	-
1621	c6/1eaba3	316620	classifyAllAdata (383)	CACHED	0	2025-01-31 23:22:33.209	1m 5s	1m	-	-	-	-	-
1623	61/9562ef	316472	classifyAllAdata (234)	CACHED	0	2025-01-31 22:47:43.124	1m 5s	1m	-	-	-	-	-
1628	3f/1a42d2	316964	classifyAllSeurat (286)	CACHED	0	2025-02-01 00:46:18.285	1m 5s	1m	-	-	-	-	-
1607	8a/2bb2f3	316997	classifyAllSeurat (319)	CACHED	0	2025-02-01 00:52:23.296	25m 15s	25m 10s	-	-	-	-	-
1624	26/965eb7	316842	classifyAllSeurat (164)	CACHED	0	2025-02-01 00:18:28.586	1m 5s	1m	-	-	-	-	-
1625	88/ab26a1	316985	classifyAllSeurat (307)	CACHED	0	2025-02-01 00:49:58.291	1m 5s	1m	-	-	-	-	-
1629	bc/440e0c	316888	classifyAllSeurat (210)	CACHED	0	2025-02-01 00:29:08.293	1m 5s	1m	-	-	-	-	-
1620	10/bd11bd	316666	classifyAllAdata (427)	CACHED	0	2025-01-31 23:33:48.184	1m 5s	1m	-	-	-	-	-
1626	50/886a63	316558	classifyAllAdata (321)	CACHED	0	2025-01-31 23:08:53.163	1m 35s	1m 30s	-	-	-	-	-
1615	3d/7fd6f9	316691	classifyAllSeurat (13)	CACHED	0	2025-01-31 23:40:23.250	1m 5s	1m	-	-	-	-	-
1603	9d/f3637a	316329	classifyAllAdata (91)	CACHED	0	2025-01-31 22:12:08.078	1m 5s	1m	-	-	-	-	-
1631	52/5ef1d0	316566	classifyAllAdata (328)	CACHED	0	2025-01-31 23:10:13.181	1m 5s	1m	-	-	-	-	-
1632	ef/ca2ea1	316877	classifyAllSeurat (199)	CACHED	0	2025-02-01 00:26:08.261	1m 5s	1m	-	-	-	-	-
1634	e4/b66ca4	316266	classifyAllAdata (28)	CACHED	0	2025-01-31 22:00:53.060	1m 5s	1m	-	-	-	-	-
1635	ac/676d4c	316802	classifyAllSeurat (124)	CACHED	0	2025-02-01 00:06:38.254	1m 5s	1m	-	-	-	-	-
1637	42/61ea91	317065	classifyAllSeurat (387)	CACHED	0	2025-02-01 01:10:08.361	1m 5s	1m	-	-	-	-	-
1627	89/7a3f33	316443	classifyAllAdata (206)	CACHED	0	2025-01-31 22:40:13.114	1m 5s	1m	-	-	-	-	-
1633	b3/257f57	316693	classifyAllSeurat (15)	CACHED	0	2025-01-31 23:41:08.197	1m 5s	1m	-	-	-	-	-
1636	a2/0ef476	316396	classifyAllAdata (159)	CACHED	0	2025-01-31 22:29:08.097	60s	55s	-	-	-	-	-
1639	76/e3f97a	317112	classifyAllSeurat (434)	CACHED	0	2025-02-01 01:21:58.331	1m 5s	1m	-	-	-	-	-
1645	46/e0d85a	316718	classifyAllSeurat (40)	CACHED	0	2025-01-31 23:47:23.202	1m 5s	1m	-	-	-	-	-
1643	7b/991575	316515	classifyAllAdata (278)	CACHED	0	2025-01-31 22:58:23.138	1m 5s	1m	-	-	-	-	-
1630	6f/14071a	316339	classifyAllAdata (100)	CACHED	0	2025-01-31 22:14:48.099	1m 5s	1m	-	-	-	-	-
1638	c1/2b56a8	316359	classifyAllAdata (123)	CACHED	0	2025-01-31 22:19:38.082	1m 35s	1m 30s	-	-	-	-	-
1642	59/5c5790	316752	classifyAllSeurat (74)	CACHED	0	2025-01-31 23:53:43.213	1m 5s	1m	-	-	-	-	-
1641	99/8c9a1a	316577	classifyAllAdata (339)	CACHED	0	2025-01-31 23:12:18.154	1m 5s	1m	-	-	-	-	-
1640	85/26551c	316834	classifyAllSeurat (156)	CACHED	0	2025-02-01 00:16:03.272	1m 5s	1m	-	-	-	-	-
1644	14/115eb9	316316	classifyAllAdata (78)	CACHED	0	2025-01-31 22:09:18.074	1m 5s	1m	-	-	-	-	-
1646	58/67f2c2	316777	classifyAllSeurat (99)	CACHED	0	2025-02-01 00:01:38.219	1m 5s	1m	-	-	-	-	-
1648	b5/203fcb	316479	classifyAllAdata (240)	CACHED	0	2025-01-31 22:49:08.125	1m 5s	1m	-	-	-	-	-
1650	8b/7a7f76	316511	classifyAllAdata (275)	CACHED	0	2025-01-31 22:57:18.137	1m 5s	1m	-	-	-	-	-
1647	d6/6dd120	316772	classifyAllSeurat (94)	CACHED	0	2025-02-01 00:00:03.217	1m 35s	1m 30s	-	-	-	-	-
1649	64/52778b	317073	classifyAllSeurat (396)	CACHED	0	2025-02-01 01:12:03.323	1m 5s	1m	-	-	-	-	-
1663	25/abcb12	317051	classifyAllSeurat (372)	CACHED	0	2025-02-01 01:06:33.315	1m 5s	1m	-	-	-	-	-
1666	91/186cba	316612	classifyAllAdata (373)	CACHED	0	2025-01-31 23:21:08.186	1m 40s	1m 35s	-	-	-	-	-
1652	be/62841e	316348	classifyAllAdata (110)	CACHED	0	2025-01-31 22:16:58.106	1m 35s	1m 30s	-	-	-	-	-
1657	bb/eba8c3	316843	classifyAllSeurat (165)	CACHED	0	2025-02-01 00:18:38.247	1m 5s	1m	-	-	-	-	-
1658	12/6dffde	317079	classifyAllSeurat (401)	CACHED	0	2025-02-01 01:14:08.323	1m 5s	1m	-	-	-	-	-
1653	08/bbeefc	316987	classifyAllSeurat (309)	CACHED	0	2025-02-01 00:49:58.345	1m 5s	1m	-	-	-	-	-
1655	b2/3fd58d	316592	classifyAllAdata (355)	CACHED	0	2025-01-31 23:16:43.161	1m 5s	1m	-	-	-	-	-
1665	29/0d5959	317048	classifyAllSeurat (370)	CACHED	0	2025-02-01 01:05:43.315	1m 5s	1m	-	-	-	-	-
1656	7c/c061da	316899	classifyAllSeurat (221)	CACHED	0	2025-02-01 00:32:23.337	1m 5s	1m	-	-	-	-	-
1662	59/ce5008	317005	classifyAllSeurat (327)	CACHED	0	2025-02-01 00:53:58.324	1m 5s	1m	-	-	-	-	-
1668	29/5d5f3e	316446	classifyAllAdata (208)	CACHED	0	2025-01-31 22:40:43.138	1m 5s	1m	-	-	-	-	-
1664	5a/f56701	316252	classifyAllAdata (14)	CACHED	0	2025-01-31 21:58:33.071	1m 5s	1m	-	-	-	-	-
1651	4e/20c820	316813	classifyAllSeurat (135)	CACHED	0	2025-02-01 00:09:08.310	1m 40s	1m 35s	-	-	-	-	-
1681	bf/fe9263	316953	classifyAllSeurat (275)	CACHED	0	2025-02-01 00:43:58.296	1m 5s	1m	-	-	-	-	-
1680	bb/de1ba9	316528	classifyAllAdata (290)	CACHED	0	2025-01-31 23:00:43.140	1m 5s	1m	-	-	-	-	-
1675	04/c41599	316894	classifyAllSeurat (216)	CACHED	0	2025-02-01 00:31:18.275	1m 5s	1m	-	-	-	-	-
1678	16/f056ce	316271	classifyAllAdata (33)	CACHED	0	2025-01-31 22:01:23.081	1m 40s	1m 35s	-	-	-	-	-
1674	54/d60551	316977	classifyAllSeurat (299)	CACHED	0	2025-02-01 00:48:38.287	1m 5s	1m	-	-	-	-	-
1686	c2/9ac76d	316384	classifyAllAdata (145)	CACHED	0	2025-01-31 22:26:38.137	1m 5s	1m	-	-	-	-	-
1673	6c/518b0c	316272	classifyAllAdata (34)	CACHED	0	2025-01-31 22:01:43.077	1m 5s	1m	-	-	-	-	-
1687	37/dd8dd0	317098	classifyAllSeurat (420)	CACHED	0	2025-02-01 01:19:13.346	1m 5s	1m	-	-	-	-	-
1689	92/2f14c9	316325	classifyAllAdata (87)	CACHED	0	2025-01-31 22:11:03.073	1m 5s	1m	-	-	-	-	-
1671	c6/ce0b7c	316461	classifyAllAdata (224)	CACHED	0	2025-01-31 22:44:53.139	1m 5s	1m	-	-	-	-	-
1654	f2/7adfa3	316487	classifyAllAdata (247)	CACHED	0	2025-01-31 22:50:43.130	1m 5s	1m	-	-	-	-	-
1682	84/088843	316639	classifyAllAdata (401)	CACHED	0	2025-01-31 23:27:48.447	1m 5s	1m	-	-	-	-	-
1679	53/29442d	316759	classifyAllSeurat (81)	CACHED	0	2025-01-31 23:55:53.212	1m 5s	1m	-	-	-	-	-
1684	30/9632ce	316647	classifyAllAdata (409)	CACHED	0	2025-01-31 23:30:03.182	1m 5s	1m	-	-	-	-	-
1669	84/97adfd	316744	classifyAllSeurat (66)	CACHED	0	2025-01-31 23:52:13.208	1m 5s	1m	-	-	-	-	-
1672	39/a746da	316762	classifyAllSeurat (84)	CACHED	0	2025-01-31 23:56:48.225	1m 5s	1m	-	-	-	-	-
1660	a0/2ddbd8	316374	classifyAllAdata (135)	CACHED	0	2025-01-31 22:24:03.152	1m 5s	1m	-	-	-	-	-
1676	a5/26b0ba	316519	classifyAllAdata (282)	CACHED	0	2025-01-31 22:59:13.165	1m 5s	1m	-	-	-	-	-
1677	05/b2b4f6	316938	classifyAllSeurat (260)	CACHED	0	2025-02-01 00:40:03.280	1m 5s	1m	-	-	-	-	-
1688	50/20cc04	316788	classifyAllSeurat (110)	CACHED	0	2025-02-01 00:03:53.250	1m 35s	1m 30s	-	-	-	-	-
1683	0a/90cfd8	316781	classifyAllSeurat (103)	CACHED	0	2025-02-01 00:02:38.233	1m 5s	1m	-	-	-	-	-
1670	65/3e20f2	316962	classifyAllSeurat (284)	CACHED	0	2025-02-01 00:46:08.302	1m 5s	1m	-	-	-	-	-
1685	85/635ea0	316947	classifyAllSeurat (269)	CACHED	0	2025-02-01 00:42:33.280	1m 35s	1m 30s	-	-	-	-	-
1661	93/80c524	316504	classifyAllAdata (266)	CACHED	0	2025-01-31 22:55:28.133	1m 5s	1m	-	-	-	-	-
1692	12/e966c9	316416	classifyAllAdata (178)	CACHED	0	2025-01-31 22:34:13.118	1m 5s	1m	-	-	-	-	-
1693	85/7c5642	316654	classifyAllAdata (413)	CACHED	0	2025-01-31 23:31:28.186	1m 35s	1m 30s	-	-	-	-	-
1667	ba/9c8fe6	316713	classifyAllSeurat (35)	CACHED	0	2025-01-31 23:46:18.201	1m 5s	1m	-	-	-	-	-
1690	7a/b15fa1	316893	classifyAllSeurat (215)	CACHED	0	2025-02-01 00:30:13.291	1m 5s	1m	-	-	-	-	-
1659	58/67c8b5	316931	classifyAllSeurat (253)	CACHED	0	2025-02-01 00:38:23.322	1m 5s	1m	-	-	-	-	-
1694	42/16a991	316314	classifyAllAdata (76)	CACHED	0	2025-01-31 22:08:48.073	1m 5s	1m	-	-	-	-	-
1699	15/a66d95	316456	classifyAllAdata (215)	CACHED	0	2025-01-31 22:43:18.151	1m 35s	1m 30s	-	-	-	-	-
1698	b9/663d98	316542	classifyAllAdata (305)	CACHED	0	2025-01-31 23:03:38.193	1m 40s	1m 35s	-	-	-	-	-
1695	95/583da6	316970	classifyAllSeurat (292)	CACHED	0	2025-02-01 00:47:13.356	1m 40s	1m 35s	-	-	-	-	-
1700	4d/5c294e	316671	classifyAllAdata (433)	CACHED	0	2025-01-31 23:35:28.189	1m 35s	1m 30s	-	-	-	-	-
1691	93/655509	316387	classifyAllAdata (149)	CACHED	0	2025-01-31 22:27:38.094	1m 5s	60s	-	-	-	-	-
1704	64/f6cacc	316837	classifyAllSeurat (159)	CACHED	0	2025-02-01 00:16:53.237	1m 35s	1m 30s	-	-	-	-	-
1710	ea/ab4fa1	316919	classifyAllSeurat (241)	CACHED	0	2025-02-01 00:36:03.293	1m 5s	1m	-	-	-	-	-
1705	08/a2787d	317067	classifyAllSeurat (390)	CACHED	0	2025-02-01 01:10:28.335	1m 5s	1m	-	-	-	-	-
1701	5b/fc0854	316427	classifyAllAdata (188)	CACHED	0	2025-01-31 22:37:18.125	1m 5s	1m	-	-	-	-	-
1702	94/30fc52	316584	classifyAllAdata (347)	CACHED	0	2025-01-31 23:14:13.178	1m 35s	1m 30s	-	-	-	-	-
1696	ee/03b693	316872	classifyAllSeurat (194)	CACHED	0	2025-02-01 00:25:03.280	1m 5s	1m	-	-	-	-	-
1715	de/1ac8db	316320	classifyAllAdata (82)	CACHED	0	2025-01-31 22:09:58.072	1m 5s	1m	-	-	-	-	-
1709	59/89fd3a	316629	classifyAllAdata (392)	CACHED	0	2025-01-31 23:25:08.192	1m 35s	1m 30s	-	-	-	-	-
1717	1b/2b5f69	316322	classifyAllAdata (84)	CACHED	0	2025-01-31 22:10:18.100	1m 5s	60s	-	-	-	-	-
1716	70/3fb5d7	316786	classifyAllSeurat (108)	CACHED	0	2025-02-01 00:03:43.258	1m 5s	1m	-	-	-	-	-
